id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
/accounts/profile/difanchen,['Software Development'],,,,,,,,,,,,,
/accounts/profile/alinaakhmerova,['Software Development'],,,,,,,,,,,,,
/accounts/profile/navishagarwal,['Software Development'],,,,,,,,,,,,,
/accounts/profile/valerydmitriev,['Software Development'],,,,,,,,,,,,,
/accounts/profile/madhus,['Software Development'],,,,,,,,,,,,,
/accounts/profile/robhammann,['Software Development'],,,,,,,,,,,,,
/accounts/profile/marinaborisova,['Software Development'],,,,,,,,,,,,,
/accounts/profile/juliusjacobson,['Software Development'],,,,,,,,,,,,,
/accounts/profile/jacobfeldman,['Software Development'],,,,,,,,,,,,,
/accounts/profile/siddharthn,['Computer Security and Networks'],"['Software Development', 'Probability and Statistics']",,,,,,,,,,,,
/accounts/profile/andrey.moerov,['Software Development'],,,,,,,,,,,,,
/accounts/profile/andrewdiodati,['Software Development'],,,,,,,,,,,,,
/accounts/profile/scottblaydes,['Software Development'],,,,,,,,,,,,,
/accounts/profile/praysonpate,['Software Development'],,,,,,,,,,,,,
/accounts/profile/jw,['Software Development'],,,,,,,,,,,,,
/accounts/profile/tanyahoward,['Software Development'],,,,,,,,,,,,,
/accounts/profile/giovannidinoia,['Software Development'],,,,,,,,,,,,,
/accounts/profile/chrispalmieri,['Software Development'],,,,,,,,,,,,,
/accounts/profile/curtarbtin,['Software Development'],,,,,,,,,,,,,
/accounts/profile/hansvanbeek,['Software Development'],,,,,,,,,,,,,
/accounts/profile/josymoyer,['Software Development'],,,,,,,,,,,,,
/accounts/profile/krishnakishordevarakonda,['Software Development'],,,,,,,,,,,,,
/accounts/profile/carolynsims,['Software Development'],,,,,,,,,,,,,
/accounts/profile/mariatabachnikova,['Software Development'],,,,,,,,,,,,,
/accounts/profile/rafaelvictoriapereira,['Software Development'],,,,,,,,,,,,,
/accounts/profile/leonardomarianodarocha,['Software Development'],,,,,,,,,,,,,
/accounts/profile/leopepe97,['Software Development'],,,,,,,,,,,,,
/accounts/profile/ch71225,['Software Development'],,,,,,,,,,,,,
/accounts/profile/renemarves,['Software Development'],,,,,,,,,,,,,
/accounts/profile/zhu.maxwell,['Software Development'],,,,,,,,,,,,,
/accounts/profile/stbmontufar,['Software Development'],,,,,,,,,,,,,
/accounts/profile/vsa467,['Software Development'],,,,,,,,,,,,,
/accounts/profile/gabrielyoutsey1,['Software Development'],,,,,,,,,,,,,
/accounts/profile/ms,['Software Development'],,,,,,,,,,,,,
/accounts/profile/zakirahmed,['Software Development'],,,,,,,,,,,,,
/accounts/profile/garyhartshorn,['Software Development'],,,,,,,,,,,,,
/accounts/profile/SidongHou,['Software Development'],,,,,,,,,,,,,
/accounts/profile/irekakberov,['Software Development'],,,,,,,,,,,,,
