id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
/u/29268,"['Music and Art', 'Music and Art', 'Music and Art', 'Music and Art', 'Music and Art', 'Music and Art', 'Music and Art']",,,,,,,,,,,,,,,,,,,
/u/80900,['Science'],"['Personal Development', 'Psychology']",['Music and Art'],,,,,,,,,,,,,,,,,
/u/71220,['Mechanical Engineering'],['Mechanical Engineering'],,,,,,,,,,,,,,,,,,
/u/31974,['Social Sciences'],,,,,,,,,,,,,,,,,,,
/u/29706,"['Data Analysis & Statistics', 'Computer Science']",,,,,,,,,,,,,,,,,,,
/u/48888,"['Humanities', 'Governance and Society']",['Philosophy'],['Philosophy'],,,,,,,,,,,,,,,,,
/u/177972,"['Business Essentials', 'Learning English', 'Learning English']",,,,,,,,,,,,,,,,,,,
/u/30513,"['Business Essentials', 'Environmental Science and Sustainability', 'Music and Art', 'Data Analysis', 'Personal Development']",,,,,,,,,,,,,,,,,,,
/u/77096,"['Business Essentials', 'Personal Development']",,,,,,,,,,,,,,,,,,,
/u/102002,['Medicine & Healthcare'],,,,,,,,,,,,,,,,,,,
/u/119850,['Physics and Astronomy'],,,,,,,,,,,,,,,,,,,
/u/44143,['Data Analysis & Statistics'],['Physics and Astronomy'],['Finance'],,,,,,,,,,,,,,,,,
/u/111532,['Physics and Astronomy'],,,,,,,,,,,,,,,,,,,
/u/138967,['Animals and Veterinary Science'],,,,,,,,,,,,,,,,,,,
/u/90266,['Animals and Veterinary Science'],,,,,,,,,,,,,,,,,,,
/u/107208,"['Animals and Veterinary Science', 'Biology', 'Governance and Society']",,,,,,,,,,,,,,,,,,,
/u/76356,['Animals and Veterinary Science'],,,,,,,,,,,,,,,,,,,
/u/121099,['Governance and Society'],['Data Analysis'],['Law'],"['Economics', 'Leadership and Management']",['Medicine & Healthcare'],"['Data Analysis', 'Engineering']",['Governance and Society'],['Governance and Society'],,,,,,,,,,,,
/u/120636,"['Marketing', 'Design and Product']",['Design and Product'],,,,,,,,,,,,,,,,,,
/u/151746,['Physics and Astronomy'],,,,,,,,,,,,,,,,,,,
/u/70224,"['Bioinformatics', 'Data Analysis']",,,,,,,,,,,,,,,,,,,
